Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker,Fetch_Date,Source_Index
Capital One Financial Corp,Financial,Credit Services,USA,Large,S&P 500,69.73,2.84,1.01%,615.86M,1.64%,121.85B,8.16,24.24,-1.33%,609.83M,5.97%,-,0.65,4.73,89.18%,1.75%,7.51%,2.88B,1.62,-0.41%,-2.92%,2.29,-18.53%,74.99B,1.09,24.10%,0.47%,10.68M,-18.38%,182.28,-,12.51%,3.17%,259.64 -23.81%,-1.90%,-,4.47,-39.19% -4.88%,1.94%,174.24 13.53%,85.56%,3.23 (1.63%),-,21.79% 16.93%,-,2.67%,2.79%,26.97%,3.00 (1.52%),-,-76.14%,4.34%,5.70,202.65%,"May 19, 2026",-,39.21%,3.85%,59.79,1.56,2.70% 21.06%,2.72,-3.25%,5.10%,1.01,255.81,64.53%,0.46,42.16%,3.72%,0.92,200.70,76300,0.45,Apr 21 AMC,-5.54%,4.67M,197.81,"Nov 16, 1994",Yes / Yes,-1.82% -0.75%,"

","5,449,783",-1.44%,COF,2026-06-24,SP500_FUNDAMENTALS
Carrier Global Corp,Industrials,Building Products & Equipment,USA,Large,S&P 500,46.48,1.52,4.77%,831.39M,-0.53%,58.76B,22.11,3.20,-23.39%,790.97M,13.78%,70.31B,1.86,0.81,89.70%,2.14%,21.36%,1.31B,2.69,8.30%,2.01%,2.54,32.99%,21.87B,4.37,14.06%,3.48%,16.91M,33.89%,16.18,42.77,11.89%,9.39%,81.09 -12.75%,-1.43%,1.65,34.85,-24.78% -4.96%,5.38%,50.24 40.82%,47.24%,0.95 (1.34%),21.93,2.12% 4.49%,25.18%,2.57%,3.24%,53.47%,0.93 (1.31%),3.21,-65.16%,8.78%,2.39,-,"Jul 21, 2026",0.75,-5.07%,5.98%,58.64,2.03,12.86% 26.86%,1.05,-39.54%,3.72%,1.29,76.40,52.40%,0.93,2.36%,8.01%,0.78,71.85,47000,0.81,Apr 30 BMO,18.39%,6.67M,70.75,"Mar 19, 2020",Yes / Yes,12.32% 6.51%,"

","5,385,436",-1.53%,CARR,2026-06-24,SP500_FUNDAMENTALS
Carnival Corp Ltd,Consumer Cyclical,Travel Services,USA,Large,S&P 500,12.77,2.25,0.41%,1.24B,-4.65%,39.73B,10.98,2.62,-6.85%,1.23B,9.70%,64.93B,1.03,1.38,72.43%,3.08%,12.85%,3.10B,1.47,-0.81%,-17.78%,1.36,1.34%,26.98B,3.05,17.24%,6.19%,37.99M,-5.96%,9.41,27.90,10.66%,27.88%,34.03 -15.60%,19.47%,1.03,13.32,- -,8.16%,22.58 27.18%,81.77%,0.60 (2.09%),8.80,29.82% 36.61%,29.71%,4.27%,3.97%,2.02%,0.30 (1.04%),2.41,45.44%,16.85%,1.43,-41.82%,"May 18, 2026",0.23,6.10%,11.48%,52.61,1.45,- -,0.27,412.25%,1.30%,2.30,34.80,0.00%,2.04,6.11%,5.41%,1.44,30.19,-,1.91,Jun 23 BMO,1.31%,27.99M,28.72,"Jul 24, 1987",Yes / Yes,19.12% -0.37%,"

","40,341,608",-4.87%,CCL,2026-06-24,SP500_FUNDAMENTALS
Carvana Co,Consumer Cyclical,Auto & Truck Dealerships,USA,Large,S&P 500,32.54,1.99,7.11%,715.02M,-5.91%,71.11B,31.13,2.08,-0.37%,665.35M,0.68%,74.76B,1.63,0.39,102.44%,10.86%,8.19%,1.44B,3.16,-8.76%,2.00%,5.91,-30.40%,22.52B,12.46,35.06%,12.72%,72.22M,-23.19%,5.20,23.67,19.14%,55.17%,97.38 -33.42%,1.27%,2.74,96.09,- -,16.09%,54.46 19.03%,1414.01%,-,31.92,14.31% 29.47%,19.39%,5.90%,5.68%,2.99%,-,3.32,234.92%,9.20%,4.22,-,-,2.57,51.72%,6.40%,44.41,1.92,- -,4.09,11.42%,-4.71%,3.46,92.20,0.00%,1.54,51.98%,-10.11%,0.77,66.67,23100,1.41,Apr 29 AMC,-11.73%,12.23M,64.83,"Apr 28, 2017",Yes / Yes,11.18% 5.06%,"

","9,475,141",-2.76%,CVNA,2026-06-24,SP500_FUNDAMENTALS
Caterpillar Inc,Industrials,Farm & Heavy Construction Machinery,USA,Mega,"DJIA, S&P 500",48.97,20.10,0.28%,460.64M,5.39%,453.38B,32.67,30.12,-16.00%,459.33M,13.66%,492.37B,1.38,6.18,73.40%,1.76%,40.27%,9.43B,6.41,29.44%,-1.00%,3.09,73.95%,70.75B,24.30,22.10%,10.45%,8.10M,71.81%,40.51,111.34,23.73%,51.35%,1023.29 -3.82%,168.75%,8.84,57.38,14.16% 28.05%,19.13%,357.73 175.13%,319.83%,6.20 (0.63%),34.12,4.38% 10.12%,31.90%,2.26%,3.24%,360.38%,6.04 (0.61%),6.96,-2.07%,17.12%,35.06,1158.30%,"Jul 20, 2026",0.81,11.85%,13.33%,61.29,2.10,8.04% 7.59%,1.35,30.35%,6.69%,1.55,977.64,31.58%,2.31,22.22%,11.65%,1.58,1022.28,118000,1.64,Apr 30 BMO,45.55%,2.62M,984.24,"Dec 02, 1929",Yes / Yes,19.24% 5.38%,"

","4,286,915",-3.72%,CAT,2026-06-24,SP500_FUNDAMENTALS
Casey's General Stores Inc,Consumer Cyclical,Specialty Retail,USA,Large,S&P 500,43.40,19.17,0.75%,36.90M,-4.64%,30.78B,35.54,23.41,0.14%,36.68M,0.86%,33.17B,3.55,6.60,88.02%,3.77%,22.88%,714.45M,1.75,11.54%,-0.79%,2.17,51.93%,17.56B,7.77,9.52%,8.11%,1.38M,50.51%,107.08,58.86,10.02%,19.15%,927.85 -10.34%,62.98%,14.13,42.66,17.19% 18.00%,10.60%,490.00 69.77%,270.29%,2.57 (0.31%),22.35,5.17% 18.07%,22.04%,2.57%,3.97%,319.57%,2.28 (0.27%),1.89,30.86%,5.89%,30.72,595.04%,"Jul 31, 2026",0.60,10.16%,4.07%,51.29,1.91,14.47% 11.55%,1.01,66.37%,2.24%,0.60,947.12,11.90%,0.74,14.50%,1.98%,0.63,831.67,49848,0.71,Jun 09 AMC,27.19%,637.29K,831.89,"Oct 20, 1983",Yes / Yes,32.01% 5.67%,"

","441,619",0.03%,CASY,2026-06-24,SP500_FUNDAMENTALS
Cboe Global Markets Inc,Financial,Financial Data & Stock Exchanges,USA,Large,S&P 500,21.98,11.71,0.40%,104.67M,-12.12%,26.94B,17.93,14.36,-1.63%,104.23M,-26.86%,26.36B,1.34,3.29,92.93%,3.87%,-8.27%,1.23B,5.62,26.67%,1.91%,3.23,3.52%,4.79B,5.01,6.22%,12.46%,4.03M,2.56%,51.34,12.42,13.36%,25.03%,371.18 -30.65%,11.86%,20.73,27.58,68.07% 19.51%,19.57%,223.54 15.16%,90.22%,3.09 (1.20%),14.75,6.00% 6.59%,51.57%,6.36%,5.05%,116.88%,2.88 (1.12%),5.50,53.46%,34.76%,13.53,298.11%,"May 29, 2026",1.39,10.61%,25.66%,31.59,2.90,11.27% 11.60%,1.39,54.16%,-11.96%,0.47,319.93,25.92%,0.29,6.51%,-18.09%,1.18,255.98,1661,0.17,May 01 BMO,-6.29%,1.25M,257.42,"Jun 15, 2010",Yes / Yes,10.76% 5.68%,"

","1,500,934",0.56%,CBOE,2026-06-24,SP500_FUNDAMENTALS
CBRE Group Inc,Real Estate,Real Estate Services,USA,Large,S&P 500,30.39,4.38,0.73%,292.84M,-0.71%,39.01B,14.98,8.89,-0.57%,290.67M,1.66%,48.51B,0.91,1.50,100.02%,1.86%,-1.87%,1.31B,0.93,21.01%,-1.12%,2.41,-17.03%,42.17B,4.58,15.18%,4.64%,5.41M,-17.15%,29.09,20.94,16.52%,15.62%,174.27 -23.56%,-3.89%,6.36,43.49,-3.60% 11.60%,8.30%,121.69 9.47%,77.07%,-,24.73,9.57% 11.22%,16.70%,3.17%,2.88%,53.88%,-,1.15,34.03%,2.91%,4.18,343.89%,-,1.08,14.77%,3.11%,50.21,1.36,- -,1.08,99.00%,1.92%,1.19,180.90,0.00%,1.24,18.15%,-3.38%,0.94,129.95,155000,0.86,Apr 23 BMO,-11.53%,2.25M,133.21,"Jun 10, 2004",Yes / Yes,42.24% 2.94%,"

","2,111,661",2.51%,CBRE,2026-06-24,SP500_FUNDAMENTALS
CDW Corp,Technology,Information Technology Services,USA,Large,S&P 500,15.83,8.21,0.58%,128.00M,-0.94%,16.62B,11.07,11.74,3.18%,127.01M,21.69%,22.18B,1.35,2.80,101.61%,6.98%,8.24%,1.08B,0.73,7.19%,4.49%,4.44,-9.10%,22.90B,6.51,9.35%,6.84%,8.87M,-4.51%,19.96,28.72,8.22%,44.16%,183.91 -29.28%,-25.15%,4.53,15.44,-0.25% 8.20%,14.67%,97.12 33.92%,-26.69%,2.55 (1.96%),11.25,-1.89% 3.96%,21.57%,4.31%,4.35%,-23.09%,2.52 (1.93%),0.97,1.33%,7.32%,5.60,211.67%,"May 22, 2026",1.06,7.41%,4.70%,54.28,1.69,6.15% 10.18%,1.16,7.91%,0.68%,0.96,145.11,31.02%,2.41,9.25%,4.14%,1.19,123.57,14800,1.87,May 06 BMO,-4.43%,2.00M,130.06,"Jun 27, 2013",Yes / Yes,0.08% 3.64%,"

","2,394,239",5.25%,CDW,2026-06-24,SP500_FUNDAMENTALS
Cencora Inc,Healthcare,Medical Distribution,USA,Large,S&P 500,21.57,13.03,0.64%,194.56M,-0.12%,54.69B,14.19,19.81,-0.18%,193.32M,5.90%,65.03B,1.27,4.35,99.13%,2.86%,-12.32%,2.55B,0.17,11.10%,0.57%,3.14,-17.46%,328.68B,16.10,11.42%,3.33%,5.53M,-16.77%,17.46,24.46,11.17%,115.58%,377.54 -25.54%,-4.10%,11.49,35.10,-0.34% -,16.36%,244.82 14.82%,49.78%,2.37 (0.84%),12.44,10.43% 11.09%,3.46%,2.54%,2.13%,142.73%,2.35 (0.84%),0.20,51.04%,1.27%,7.17,262.48%,"May 15, 2026",0.59,5.95%,0.78%,54.31,1.61,6.14% 5.79%,0.95,128.30%,2.67%,0.57,350.58,27.63%,3.65,3.85%,-1.01%,0.98,271.28,51000,3.59,May 06 BMO,-13.42%,1.76M,281.10,"Apr 04, 1995",Yes / Yes,-1.42% -3.37%,"

","1,725,936",3.62%,COR,2026-06-24,SP500_FUNDAMENTALS
CF Industries Holdings Inc,Basic Materials,Agricultural Inputs,USA,Large,S&P 500,9.18,11.13,0.58%,153.61M,-4.42%,15.70B,8.90,11.48,-42.71%,152.74M,-16.04%,20.19B,-,5.64,102.43%,6.16%,-14.99%,1.76B,2.12,79.42%,-4.76%,2.72,30.50%,7.41B,2.94,-33.15%,12.59%,9.42M,32.10%,34.78,7.69,-1.79%,34.74%,141.96 -28.03%,5.84%,13.29,9.68,-18.19% 43.52%,19.85%,75.42 35.48%,44.80%,2.03 (1.99%),5.43,-14.12% 11.43%,42.85%,2.66%,3.58%,99.98%,2.00 (1.96%),2.73,46.79%,38.00%,4.37,269.65%,"May 15, 2026",3.15,20.85%,23.73%,32.90,2.76,10.06% 10.76%,3.54,115.37%,-7.50%,0.41,128.09,22.30%,0.68,19.42%,-13.26%,0.55,103.60,2900,0.66,May 06 AMC,3.09%,3.46M,102.17,"Aug 11, 2005",Yes / Yes,55.74% 8.01%,"

","2,039,862",-1.38%,CF,2026-06-24,SP500_FUNDAMENTALS
Centerpoint Energy Inc,Utilities,Utilities - Regulated Electric,USA,Large,S&P 500,26.64,1.63,0.31%,654.16M,1.00%,28.46B,20.90,2.08,0.00%,652.14M,2.43%,52.53B,2.38,0.37,104.36%,5.97%,4.17%,1.07B,3.02,8.44%,0.52%,7.69,13.76%,9.41B,2.49,9.05%,2.32%,38.91M,13.46%,17.50,23.50,8.78%,9.56%,44.47 -2.18%,19.93%,1.85,-,0.22% -,3.16%,35.46 22.67%,52.79%,0.93 (2.14%),14.16,0.13% 4.75%,28.67%,2.68%,2.02%,76.11%,0.90 (2.07%),5.58,10.10%,22.51%,0.90,85.19%,"May 21, 2026",1.04,5.24%,11.38%,58.24,2.15,7.93% 3.53%,1.16,5.41%,2.29%,0.45,46.33,54.85%,2.21,1.88%,2.16%,2.67,43.12,8794,1.96,Apr 23 BMO,6.95%,5.06M,43.50,"Aug 16, 1943",Yes / Yes,2.06% 4.46%,"

","13,225,575",0.88%,CNP,2026-06-24,SP500_FUNDAMENTALS
Centene Corp,Healthcare,Healthcare Plans,USA,Large,S&P 500,-,-13.14,2.21%,493.77M,-0.41%,31.18B,13.98,4.52,-0.73%,482.89M,9.30%,-,0.33,1.06,98.41%,3.04%,92.44%,-6.44B,0.16,68.25%,1.11%,2.42,60.99%,198.10B,1.46,29.07%,-7.66%,14.67M,53.44%,43.39,-,42.91%,-26.12%,66.55 -5.12%,18.24%,-,4.38,- -,-17.08%,25.08 151.80%,-4.81%,-,-,10.45% 11.88%,-,3.51%,3.56%,-13.61%,-,-,-294.76%,0.02%,2.30,80.81%,-,-,17.02%,-3.25%,58.59,2.46,- -,1.12,18.16%,1.86%,1.06,61.56,-,0.76,7.13%,15.24%,0.80,63.68,61100,0.76,Apr 28 BMO,48.96%,6.06M,63.14,"Dec 13, 2001",Yes / Yes,51.26% 5.08%,"

","4,990,883",-0.85%,CNC,2026-06-24,SP500_FUNDAMENTALS
Charles Schwab Corp,Financial,Capital Markets,USA,Large,S&P 500,18.48,5.04,6.04%,1.74B,2.44%,162.04B,12.70,7.33,-1.64%,1.63B,3.05%,134.44B,0.61,1.50,84.25%,1.28%,-2.24%,9.02B,5.72,26.35%,-2.27%,1.84,-4.18%,28.32B,3.81,19.18%,1.97%,20.97M,-6.75%,24.44,2.41,20.74%,19.08%,107.50 -13.33%,5.42%,38.71,16.60,9.92% 17.02%,14.02%,83.96 10.97%,75.23%,1.26 (1.36%),8.88,7.45% 17.98%,84.12%,2.44%,2.33%,27.82%,1.18 (1.27%),4.75,53.31%,48.70%,2.20,213.81%,"May 08, 2026",1.22,8.11%,31.84%,58.06,1.52,8.74% 8.45%,1.22,38.80%,4.13%,0.75,115.68,23.21%,0.67,9.77%,2.64%,1.00,92.03,33000,0.36,Apr 16 BMO,-1.61%,11.38M,93.17,"Sep 22, 1987",Yes / Yes,2.44% -0.28%,"

","11,700,801",1.24%,SCHW,2026-06-24,SP500_FUNDAMENTALS
Charles River Laboratories International Inc,Healthcare,Diagnostics & Research,USA,Mid,S&P 500,-,-3.76,1.33%,48.17M,-0.99%,8.99B,15.14,12.33,-0.06%,47.53M,17.46%,11.91B,1.62,2.73,121.51%,8.20%,18.10%,-184.65M,2.23,7.91%,11.60%,4.55,-3.74%,4.03B,3.06,11.12%,-2.41%,3.90M,-6.46%,61.05,46.39,9.34%,-6.02%,228.88 -18.47%,26.61%,4.02,22.97,- -,-3.08%,144.26 29.35%,-10.21%,-,13.64,0.33% 6.55%,31.25%,3.60%,4.43%,-49.15%,-,2.96,-492.25%,12.98%,7.51,121.67%,-,1.03,0.11%,-4.59%,57.28,1.75,- -,1.36,-160.54%,2.70%,1.42,221.07,-,1.04,1.18%,6.69%,0.73,181.56,19700,1.04,May 07 BMO,4.70%,857.08K,186.60,"Jun 23, 2000",Yes / Yes,5.99% 1.88%,"

","632,149",2.78%,CRL,2026-06-24,SP500_FUNDAMENTALS
Charter Communications Inc,Communication Services,Telecom Services,USA,Large,S&P 500,3.56,37.02,29.96%,122.98M,-8.32%,18.25B,2.91,45.35,-0.15%,86.14M,-11.52%,117.53B,0.20,10.22,81.85%,24.82%,-39.18%,4.93B,0.33,13.82%,0.93%,6.62,-36.20%,54.64B,0.99,10.03%,3.23%,21.38M,-36.89%,133.23,29.33,14.19%,30.23%,422.29 -68.80%,-66.44%,4.49,4.53,5.60% 18.65%,4.45%,124.05 6.21%,-59.62%,-,5.35,0.46% 2.63%,46.23%,5.16%,4.66%,-81.16%,-,2.15,3.13%,24.21%,7.11,-41.41%,-,0.40,-0.92%,9.03%,39.22,2.85,- -,0.40,8.92%,-4.07%,0.72,256.82,0.00%,5.81,-1.00%,-18.88%,0.93,125.54,91900,5.76,Apr 24 BMO,-37.35%,3.23M,131.75,"Dec 02, 2009",Yes / Yes,-7.89% 0.35%,"

","2,971,925",4.95%,CHTR,2026-06-24,SP500_FUNDAMENTALS
Chipotle Mexican Grill,Consumer Cyclical,Restaurants,USA,Large,S&P 500,28.35,1.09,0.82%,1.29B,-5.44%,39.70B,22.81,1.36,-0.61%,1.27B,-5.64%,44.08B,2.11,0.32,93.13%,3.51%,-7.22%,1.45B,3.27,-2.97%,-0.62%,2.55,-17.75%,12.14B,16.54,19.50%,16.27%,44.67M,-16.35%,1.87,45.56,10.82%,49.23%,58.42 -47.02%,-42.45%,0.68,26.36,21.31% 35.50%,19.77%,28.03 10.40%,-24.28%,-,19.13,11.36% 14.79%,21.59%,3.52%,3.49%,6.33%,-,3.63,-4.28%,15.93%,1.18,278.46%,-,0.88,5.67%,11.96%,46.51,1.73,- -,0.92,-18.13%,-0.09%,0.98,42.82,0.00%,2.18,7.41%,-4.86%,0.81,30.54,130301,2.05,Apr 29 AMC,-13.34%,17.49M,30.95,"Jan 26, 2006",Yes / Yes,1.05% 0.70%,"

","14,234,783",1.34%,CMG,2026-06-24,SP500_FUNDAMENTALS
Chevron Corp,Energy,Oil & Gas Integrated,USA,Mega,"DJIA, S&P 500",30.54,5.76,0.49%,1.99B,-2.45%,350.48B,14.29,12.31,-15.33%,1.98B,-7.87%,396.04B,0.72,5.19,75.40%,1.16%,-14.24%,11.01B,1.86,96.06%,1.89%,2.18,19.15%,188.81B,1.91,-13.86%,3.76%,22.91M,15.46%,92.25,63.42,19.77%,6.61%,214.71 -18.04%,19.83%,2.77,25.09,-28.70% -,4.93%,142.40 23.58%,16.27%,7.14 (4.05%),9.86,-7.92% 14.35%,15.15%,1.44%,1.88%,65.60%,6.98 (3.97%),2.10,-33.98%,9.57%,4.23,68.50%,"May 19, 2026",0.84,-2.16%,5.83%,37.07,1.74,6.39% 5.80%,1.09,-44.32%,-4.18%,0.48,217.81,103.22%,0.25,9.25%,-5.61%,0.61,175.06,43039,0.22,May 01 BMO,2.33%,10.49M,175.98,"Jun 24, 1921",Yes / Yes,40.86% -6.27%,"

","6,555,262",0.53%,CVX,2026-06-24,SP500_FUNDAMENTALS
Chubb Limited,Financial,Insurance - Property & Casualty,Switzerland,Large,S&P 500,11.73,28.31,0.43%,388.50M,1.58%,128.81B,11.35,29.27,-5.78%,386.20M,0.56%,-,1.29,6.69,93.75%,0.94%,1.76%,11.30B,2.11,9.32%,-0.84%,2.26,6.80%,61.10B,1.75,8.02%,4.72%,3.63M,6.40%,189.93,-,8.80%,16.20%,345.67 -3.92%,15.24%,-,7.61,27.51% 26.94%,12.36%,264.10 25.75%,71.86%,3.99 (1.20%),-,11.63% 10.65%,-,1.92%,1.94%,108.23%,3.93 (1.18%),-,35.89%,22.85%,6.57,158.17%,"Jun 12, 2026",-,8.26%,18.49%,59.04,2.28,5.10% 4.33%,0.44,78.75%,3.02%,0.40,348.22,14.88%,0.31,9.77%,2.33%,0.76,325.20,45000,0.24,Apr 21 AMC,7.48%,1.61M,332.11,"Mar 25, 1993",Yes / Yes,3.28% 3.25%,"

","1,225,740",2.12%,CB,2026-06-24,SP500_FUNDAMENTALS
Church & Dwight Co Inc,Consumer Defensive,Household & Personal Products,USA,Large,S&P 500,31.82,3.03,0.42%,236.89M,-1.87%,22.86B,23.96,4.03,-6.36%,235.94M,0.88%,24.73B,3.39,0.89,93.86%,4.54%,1.93%,733.00M,3.68,6.31%,-0.33%,5.27,13.41%,6.21B,5.46,7.29%,8.16%,10.70M,15.06%,17.67,45.41,7.06%,16.78%,106.04 -9.02%,-0.48%,2.12,21.43,21.52% -0.65%,11.21%,81.33 18.63%,-0.66%,1.24 (1.28%),19.21,4.89% 4.85%,43.04%,2.38%,2.18%,16.17%,1.21 (1.25%),3.99,29.40%,17.30%,2.30,91.98%,"May 15, 2026",0.81,2.22%,11.81%,50.98,2.38,3.97% 4.21%,1.22,2.35%,0.07%,0.46,104.11,39.12%,0.57,0.15%,1.00%,0.90,93.74,5550,0.56,May 01 BMO,4.90%,2.03M,96.48,"Mar 17, 1980",Yes / Yes,2.01% 0.93%,"

","1,884,577",2.92%,CHD,2026-06-24,SP500_FUNDAMENTALS
CIENA Corp,Technology,Communication Equipment,USA,Large,S&P 500,153.06,3.00,1.04%,141.60M,-0.77%,65.09B,47.67,9.65,-13.37%,140.08M,-21.69%,65.47B,0.63,1.72,97.64%,3.22%,12.74%,438.30M,11.69,147.48%,-2.34%,1.60,118.24%,5.57B,22.51,47.63%,7.49%,4.51M,96.63%,20.43,54.12,75.55%,15.46%,637.51 -27.87%,509.56%,8.50,78.18,-5.45% -18.19%,9.86%,73.55 525.22%,1021.04%,-,83.32,9.50% 6.19%,40.49%,7.22%,6.95%,704.21%,-,11.76,323.23%,11.20%,36.14,2133.37%,-,2.11,30.59%,7.87%,43.37,1.82,- -,2.73,2309.37%,-8.82%,1.31,582.13,0.00%,0.55,39.51%,-11.56%,1.35,460.33,9080,0.54,Jun 04 BMO,46.64%,2.82M,459.85,"Feb 07, 1997",Yes / Yes,12.41% 4.39%,"

","3,816,527",-0.10%,CIEN,2026-06-24,SP500_FUNDAMENTALS
Cigna Group,Healthcare,Healthcare Plans,USA,Large,S&P 500,11.99,23.60,1.62%,264.90M,-3.66%,74.88B,8.47,33.42,-4.60%,260.25M,0.38%,-,1.16,7.57,93.04%,2.33%,8.26%,6.29B,0.27,2.05%,0.51%,3.83,3.31%,278.13B,1.78,9.74%,4.26%,6.05M,2.85%,159.34,-,7.29%,15.26%,338.89 -16.47%,-10.69%,-,9.78,1.18% -0.69%,8.78%,239.51 18.19%,2.99%,6.21 (2.19%),-,15.15% 11.35%,-,2.26%,2.13%,21.53%,6.14 (2.17%),-,30.22%,3.85%,6.73,118.17%,"Jun 04, 2026",-,9.30%,2.26%,47.32,1.54,10.47% 172.77%,0.82,29.25%,-0.75%,0.29,340.22,27.23%,0.73,4.96%,-0.34%,0.88,282.08,67700,0.70,Apr 30 BMO,0.66%,1.58M,283.08,"May 16, 1979",Yes / Yes,2.52% 3.32%,"

","1,402,169",0.35%,CI,2026-06-24,SP500_FUNDAMENTALS
Cincinnati Financial Corp,Financial,Insurance - Property & Casualty,USA,Large,S&P 500,10.05,17.49,2.05%,154.60M,3.82%,27.20B,19.31,9.11,0.03%,151.51M,4.42%,-,5.94,1.75,72.20%,1.95%,9.75%,2.76B,2.10,9.21%,-0.58%,4.10,4.70%,12.93B,1.73,4.89%,7.17%,2.96M,7.65%,101.64,-,3.25%,18.73%,175.34 0.27%,19.40%,-,7.91,- 15.17%,16.64%,143.37 22.63%,83.69%,3.76 (2.14%),-,24.39% 10.88%,-,2.07%,1.87%,50.54%,3.62 (2.06%),-,90.86%,26.97%,3.38,146.44%,"Jun 23, 2026",-,17.87%,21.33%,70.17,2.18,8.03% 7.71%,0.51,403.30%,6.32%,0.54,181.50,22.93%,0.06,11.57%,6.62%,0.98,172.46,5705,0.05,Apr 27 AMC,8.38%,721.49K,175.81,"Mar 17, 1980",Yes / Yes,7.86% -0.13%,"

","956,680",1.94%,CINF,2026-06-24,SP500_FUNDAMENTALS
Cintas Corp,Industrials,Specialty Business Services,USA,Large,"NDX, S&P 500",35.62,4.74,14.51%,400.01M,-3.40%,67.53B,31.05,5.44,-0.01%,342.05M,-2.07%,70.27B,2.77,1.24,67.43%,3.49%,-6.85%,1.93B,6.12,11.26%,1.55%,5.36,-11.11%,11.03B,14.10,11.05%,19.46%,11.94M,-10.25%,11.97,368.64,11.19%,41.17%,226.75 -25.56%,-23.59%,0.46,37.75,14.75% 16.77%,26.01%,161.16 4.74%,39.91%,1.75 (1.04%),23.15,9.60% 7.85%,48.65%,2.66%,2.55%,79.68%,1.80 (1.07%),6.37,9.55%,22.95%,4.56,605.61%,"May 15, 2026",1.00,8.71%,17.51%,42.34,2.36,17.98% 19.51%,1.25,9.94%,-3.22%,0.93,214.53,35.44%,0.61,8.90%,-2.50%,0.73,169.45,48300,0.55,Mar 25 BMO,-9.38%,2.23M,168.80,"Aug 18, 1983",Yes / Yes,0.10% 0.73%,"

","1,685,544",-0.38%,CTAS,2026-06-24,SP500_FUNDAMENTALS
Citizens Financial Group Inc,Financial,Banks - Regional,USA,Large,S&P 500,16.34,4.22,1.14%,426.02M,3.51%,29.17B,10.77,6.41,-0.40%,418.08M,9.89%,-,0.45,1.24,98.40%,3.76%,18.99%,1.83B,2.40,34.76%,-2.96%,3.53,18.11%,12.14B,1.22,23.16%,0.88%,15.73M,18.11%,56.48,-,23.89%,7.74%,68.79 0.29%,62.33%,-,11.67,-1.98% 11.73%,5.21%,41.38 66.74%,170.87%,1.89 (2.73%),-,9.06% 9.35%,-,2.05%,2.17%,50.24%,1.80 (2.61%),-,34.70%,20.67%,1.52,211.89%,"Apr 30, 2026",-,-0.44%,15.09%,68.11,1.35,2.02% 1.97%,0.10,46.43%,6.32%,0.98,73.92,44.52%,0.47,2.69%,7.48%,0.95,67.99,17398,0.45,Jul 16 BMO,17.14%,4.45M,68.99,"Sep 24, 2014",Yes / Yes,3.57% 0.19%,"

","4,390,895",1.47%,CFG,2026-06-24,SP500_FUNDAMENTALS
Cisco Systems Inc,Technology,Communication Equipment,USA,Mega,"DJIA, NDX, S&P 500",39.50,3.07,0.39%,3.94B,0.82%,477.50B,25.32,4.78,-0.79%,3.93B,2.50%,493.87B,2.22,1.17,81.16%,1.58%,53.70%,12.23B,7.86,12.22%,-0.31%,2.65,57.44%,60.75B,9.77,11.90%,9.97%,61.95M,57.28%,12.40,28.70,11.42%,25.80%,130.37 -7.07%,79.80%,4.22,40.51,-3.32% -0.69%,17.59%,65.75 84.26%,140.71%,1.66 (1.37%),28.91,3.19% 2.82%,63.53%,2.46%,3.38%,129.62%,1.65 (1.36%),8.13,25.97%,23.94%,3.90,314.61%,"Jul 06, 2026",0.81,9.21%,20.13%,57.78,1.93,2.60% 2.67%,0.92,36.10%,-0.29%,1.00,130.90,63.62%,0.68,11.96%,13.67%,0.91,121.53,86200,0.42,May 13 AMC,45.65%,23.42M,121.15,"Feb 16, 1990",Yes / Yes,2.43% 1.82%,"

","22,651,374",-0.31%,CSCO,2026-06-24,SP500_FUNDAMENTALS
