Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker,Fetch_Date,Source_Index
Cintas Corp,Industrials,Specialty Business Services,USA,Large,"NDX, S&P 500",36.14,4.74,14.44%,400.01M,-0.64%,68.52B,31.50,5.44,-0.01%,342.33M,-1.55%,71.25B,2.85,1.24,66.54%,3.49%,-14.85%,1.93B,6.21,11.24%,1.60%,5.30,-6.76%,11.03B,14.31,11.07%,19.46%,11.95M,-8.94%,11.97,374.01,11.06%,41.17%,229.24 -25.29%,-23.80%,0.46,38.30,14.75% 16.77%,26.01%,161.16 6.27%,46.15%,1.75 (1.02%),23.48,9.60% 7.85%,48.65%,2.11%,2.34%,93.77%,1.80 (1.05%),6.46,9.55%,22.95%,3.91,620.41%,"May 15, 2026",1.00,8.71%,17.51%,48.99,2.39,17.98% 19.51%,1.25,9.94%,1.08%,0.94,216.53,35.44%,0.61,8.90%,-0.84%,1.89,173.06,48300,0.55,Mar 25 BMO,-9.55%,2.26M,171.26,"Aug 18, 1983",Yes / Yes,0.10% 0.73%,"

","4,253,204",-1.04%,CTAS,2026-05-30,SP500_FUNDAMENTALS
Citigroup Inc,Financial,Banks - Diversified,USA,Mega,S&P 500,15.60,8.07,0.32%,1.71B,0.54%,215.91B,10.04,12.54,-3.44%,1.71B,-1.34%,-,0.36,2.65,80.36%,1.75%,14.26%,14.69B,1.24,55.57%,-1.78%,2.33,24.44%,173.86B,1.12,15.30%,0.59%,29.99M,7.89%,112.23,-,27.78%,7.49%,135.29 -6.94%,66.69%,-,5.64,-0.02% 8.24%,3.04%,74.30 69.45%,182.29%,2.50 (1.99%),-,18.52% 13.72%,-,2.02%,2.45%,59.95%,2.40 (1.91%),-,27.74%,12.84%,3.08,170.29%,"May 04, 2026",-,3.02%,8.45%,52.56,1.46,4.38% 2.61%,1.51,56.11%,0.39%,1.10,146.83,33.18%,3.57,7.44%,2.21%,1.34,124.68,226000,1.47,Apr 14 BMO,14.03%,12.85M,125.90,"Oct 29, 1986",Yes / Yes,15.35% 4.38%,"

","17,220,232",0.98%,C,2026-05-30,SP500_FUNDAMENTALS
Citizens Financial Group Inc,Financial,Banks - Regional,USA,Large,S&P 500,14.74,4.22,0.95%,426.02M,-0.83%,26.33B,9.75,6.38,-0.48%,418.87M,-3.32%,-,0.41,1.24,97.37%,3.40%,3.44%,1.83B,2.17,34.53%,-1.98%,3.13,14.89%,12.14B,1.10,22.95%,0.88%,14.23M,6.59%,56.48,-,23.59%,7.74%,68.79 -9.49%,54.64%,-,10.53,-1.98% 11.73%,5.21%,39.40 58.02%,130.51%,1.88 (3.03%),-,9.06% 9.35%,-,1.98%,2.23%,24.77%,1.80 (2.89%),-,34.70%,20.67%,1.44,163.93%,"Apr 30, 2026",-,-0.44%,15.09%,47.01,1.26,2.02% 1.97%,0.10,46.43%,-0.77%,1.01,72.97,44.52%,0.47,2.69%,-0.37%,1.88,62.41,17398,0.45,Apr 16 BMO,7.93%,4.55M,62.26,"Sep 24, 2014",Yes / Yes,3.57% 0.19%,"

","8,536,831",-0.24%,CFG,2026-05-30,SP500_FUNDAMENTALS
Clorox Co,Consumer Defensive,Household & Personal Products,USA,Large,S&P 500,14.62,6.16,0.64%,120.92M,-5.41%,10.89B,14.49,6.21,0.65%,120.15M,-5.01%,14.34B,-,1.65,84.81%,7.81%,-29.21%,756.00M,1.61,-28.32%,1.47%,3.45,-15.77%,6.76B,-,12.24%,12.65%,9.38M,-10.72%,-0.55,9.17,-4.62%,4163.16%,132.03 -31.82%,-31.28%,9.82,28.65,20.46% -2.39%,27.56%,84.70 6.28%,-43.42%,5.00 (5.55%),11.07,-0.01% 1.11%,43.70%,2.47%,3.13%,-49.06%,4.96 (5.51%),2.12,10.26%,15.83%,3.16,-30.59%,"Apr 22, 2026",0.65,-3.69%,11.18%,39.60,3.10,1.69% 2.69%,0.84,2.42%,-1.89%,0.57,99.87,75.19%,-,0.12%,-8.16%,1.73,96.20,7600,-,Apr 30 AMC,-18.10%,2.72M,90.02,"Aug 01, 1968",Yes / Yes,6.03% 0.05%,"

","4,700,649",-6.42%,CLX,2026-05-30,SP500_FUNDAMENTALS
CME Group Inc,Financial,Financial Data & Stock Exchanges,USA,Large,S&P 500,23.35,11.72,1.38%,361.79M,-5.44%,99.12B,21.27,12.86,-1.55%,357.37M,-4.78%,100.34B,3.07,2.98,90.95%,1.34%,-12.70%,4.24B,14.67,9.39%,0.23%,2.07,0.70%,6.76B,3.72,4.97%,2.37%,4.78M,2.14%,73.57,39.31,6.92%,15.89%,322.82 -15.26%,-2.43%,6.96,22.90,14.69% 13.70%,14.06%,252.21 8.46%,65.85%,11.51 (4.21%),21.07,9.11% 5.95%,82.88%,2.14%,2.13%,39.49%,4.98 (1.82%),14.85,18.50%,65.57%,6.43,237.60%,"Jun 09, 2026",1.02,7.54%,62.81%,33.95,2.53,-16.21% -3.26%,1.02,21.25%,-5.28%,0.23,309.20,44.80%,0.14,14.48%,-6.63%,2.50,277.42,3875,0.14,Apr 22 BMO,-1.89%,2.31M,273.54,"Dec 06, 2002",Yes / Yes,0.51% 0.28%,"

","5,785,841",-1.40%,CME,2026-05-30,SP500_FUNDAMENTALS
CMS Energy Corp,Utilities,Utilities - Regulated Electric,USA,Large,S&P 500,20.08,3.61,0.64%,308.90M,-1.45%,22.42B,17.39,4.17,-1.08%,306.95M,-2.89%,42.04B,2.27,0.78,98.66%,4.59%,-7.04%,1.10B,2.54,7.60%,2.81%,5.19,-2.99%,8.82B,2.43,7.45%,2.89%,14.09M,3.78%,29.92,85.24,7.66%,12.44%,80.36 -9.69%,4.34%,0.85,-,7.32% 5.98%,4.07%,68.37 6.14%,27.09%,2.29 (3.15%),13.77,-0.22% 5.88%,25.47%,1.58%,1.55%,15.67%,2.22 (3.06%),4.77,6.97%,19.53%,1.23,74.49%,"May 08, 2026",0.66,13.31%,12.43%,40.62,2.00,5.65% 5.89%,0.84,9.00%,-1.41%,0.35,82.00,61.56%,2.02,11.57%,-4.08%,2.13,73.17,8350,1.87,Apr 28 BMO,-1.39%,2.71M,72.57,"Feb 03, 1947",Yes / Yes,2.81% 11.05%,"

","5,777,497",-0.82%,CMS,2026-05-30,SP500_FUNDAMENTALS
Coca-Cola Co,Consumer Defensive,Beverages - Non-Alcoholic,USA,Mega,"DJIA, S&P 500",24.88,3.18,0.68%,4.30B,-2.66%,339.94B,22.66,3.49,-3.77%,4.27B,0.18%,372.11B,3.04,0.93,76.77%,1.13%,-3.13%,13.70B,6.82,8.97%,0.76%,3.23,8.81%,49.81B,10.11,6.67%,13.31%,48.26M,13.02%,7.82,24.60,7.45%,45.80%,82.66 -4.42%,10.52%,3.21,27.06,11.48% 11.14%,18.85%,65.35 20.90%,31.12%,2.16 (2.73%),22.01,4.14% 7.94%,61.82%,1.66%,1.47%,42.90%,2.06 (2.61%),7.47,27.16%,31.83%,1.29,76.44%,"Jun 15, 2026",1.15,6.74%,27.50%,47.41,1.62,5.04% 4.46%,1.36,17.81%,-1.26%,0.36,87.60,67.13%,1.30,12.75%,1.69%,2.16,80.41,65900,1.16,Apr 28 BMO,8.29%,14.94M,79.01,"Jan 26, 1950",Yes / Yes,5.95% 1.92%,"

","32,333,839",-1.74%,KO,2026-05-30,SP500_FUNDAMENTALS
Cognizant Technology Solutions Corp,Technology,Information Technology Services,USA,Large,"NDX, S&P 500",12.11,4.61,0.48%,474.00M,6.57%,26.42B,9.03,6.18,-2.66%,471.60M,1.93%,26.00B,1.00,1.38,104.06%,10.04%,-13.46%,2.23B,1.23,8.17%,2.08%,7.02,-27.07%,21.41B,1.75,8.12%,11.02%,47.36M,-32.83%,31.79,17.42,9.01%,14.88%,87.03 -35.94%,-30.87%,3.20,10.70,1.11% 12.13%,13.94%,45.48 22.59%,-11.33%,1.28 (2.30%),6.61,2.80% 4.86%,30.87%,3.42%,3.93%,-22.09%,1.28 (2.30%),1.21,-3.10%,15.77%,2.06,-10.73%,"May 18, 2026",2.23,6.55%,10.41%,59.11,2.03,4.71% 7.10%,2.23,3.61%,9.27%,0.80,71.68,27.19%,0.07,5.83%,-0.60%,2.17,53.85,351600,0.06,Apr 29 BMO,-19.13%,6.75M,55.76,"Jun 19, 1998",Yes / Yes,4.38% -0.03%,"

","14,677,204",3.54%,CTSH,2026-05-30,SP500_FUNDAMENTALS
Coherent Corp,Technology,Scientific & Technical Instruments,USA,Large,S&P 500,172.57,2.09,4.38%,195.55M,-4.37%,70.72B,44.00,8.22,-0.55%,187.07M,18.54%,72.02B,0.87,1.62,88.08%,4.64%,39.60%,400.57M,10.71,54.56%,6.70%,1.19,142.84%,6.60B,6.62,50.58%,2.96%,8.67M,95.84%,54.60,28.75,50.69%,5.07%,413.00 -12.48%,354.56%,12.57,-,- 8.01%,3.34%,73.66 390.73%,878.80%,0.04 (0.01%),53.96,20.55% 19.54%,37.93%,6.79%,7.70%,436.54%,-,10.91,1103.17%,12.66%,26.22,1710.97%,-,2.04,18.00%,6.07%,52.91,1.68,- -,3.05,990.95%,-0.55%,2.07,384.43,-,0.32,20.55%,12.97%,1.51,376.95,30216,0.32,May 06 AMC,77.91%,7.30M,361.47,"Oct 02, 1987",Yes / Yes,0.95% 1.34%,"

","10,994,851",-4.11%,COHR,2026-05-30,SP500_FUNDAMENTALS
Coinbase Global Inc,Financial,Financial Data & Stock Exchanges,USA,Large,S&P 500,71.08,2.66,18.64%,222.38M,-2.34%,49.80B,36.46,5.19,-1.27%,214.36M,4.02%,47.03B,2.79,0.09,55.17%,11.94%,7.50%,800.60M,7.52,-79.79%,-2.70%,2.37,-25.61%,6.62B,3.69,476.68%,3.17%,25.60M,-16.41%,51.18,4.64,13.05%,6.69%,444.64 -57.49%,-24.04%,40.74,28.35,- 52.26%,4.08%,139.36 35.64%,232.10%,-,81.17,31.00% 41.24%,79.87%,5.91%,6.27%,-20.09%,-,7.10,-43.98%,5.38%,12.20,-,-,2.14,-4.24%,12.09%,48.64,1.95,- -,2.14,-715.34%,-2.95%,3.31,233.42,0.00%,0.59,-27.47%,-0.17%,0.94,182.25,4951,0.45,May 07 AMC,-23.91%,10.80M,189.03,"Apr 14, 2021",Yes / Yes,-2435.42% -4.88%,"

","10,202,461",3.72%,COIN,2026-05-30,SP500_FUNDAMENTALS
Comcast Corp,Communication Services,Telecom Services,USA,Large,"NDX, S&P 500",4.89,5.08,1.08%,3.57B,-0.84%,88.84B,6.51,3.82,-0.18%,3.53B,-7.06%,174.25B,-,0.98,89.58%,2.41%,-19.67%,18.80B,0.71,-18.14%,3.63%,2.63,-0.50%,125.28B,1.01,8.21%,7.12%,85.16M,-11.18%,24.68,9.38,-0.83%,21.49%,34.34 -27.59%,-22.56%,2.65,4.36,64.46% 18.80%,10.59%,24.12 3.09%,-32.76%,1.33 (5.34%),4.89,0.62% 3.62%,57.18%,2.05%,2.39%,-53.70%,1.28 (5.14%),1.39,24.78%,15.47%,0.69,-15.56%,"Jul 01, 2026",0.87,1.39%,15.00%,34.92,2.66,6.92% 7.49%,0.87,-32.62%,-2.26%,0.66,33.66,24.48%,1.07,5.25%,-8.83%,1.56,25.16,179000,1.01,Apr 23 BMO,-12.58%,32.37M,24.87,"Mar 17, 1980",Yes / Yes,9.00% 3.43%,"

","50,583,215",-1.15%,CMCSA,2026-05-30,SP500_FUNDAMENTALS
Colgate-Palmolive Co,Consumer Defensive,Household & Personal Products,USA,Large,S&P 500,34.97,2.58,0.19%,800.19M,-0.34%,72.12B,22.49,4.01,-15.36%,798.68M,6.68%,79.02B,4.26,0.95,87.16%,2.48%,-9.09%,2.09B,3.47,3.02%,1.49%,3.40,12.92%,20.80B,497.38,5.41%,12.55%,19.84M,14.06%,0.18,50.83,5.28%,821.65%,99.33 -9.26%,-2.35%,1.77,19.15,7.29% -3.47%,25.82%,74.54 20.91%,18.27%,2.12 (2.35%),15.25,4.29% 4.35%,60.06%,1.90%,2.07%,7.58%,2.09 (2.32%),3.80,-27.12%,21.86%,1.90,27.68%,"Apr 20, 2026",0.67,4.26%,10.04%,57.35,1.81,3.46% 3.32%,1.02,-5.22%,1.54%,0.32,96.35,78.37%,54.99,8.41%,4.52%,1.14,91.66,33600,54.74,May 01 BMO,7.11%,5.83M,90.13,"Mar 31, 1930",Yes / Yes,2.83% 2.07%,"

","6,664,707",-1.67%,CL,2026-05-30,SP500_FUNDAMENTALS
Comfort Systems USA Inc,Industrials,Engineering & Construction,USA,Large,S&P 500,52.77,34.65,1.24%,35.19M,-0.39%,64.36B,34.37,53.20,-13.65%,34.76M,6.04%,63.62B,1.08,10.42,94.88%,2.59%,27.90%,1.22B,6.35,49.40%,-0.46%,2.19,91.03%,10.14B,22.85,23.29%,21.27%,0.90M,95.89%,80.00,57.72,31.77%,53.29%,2073.99 -11.85%,281.81%,31.67,46.66,61.75% 47.85%,38.80%,465.05 293.12%,1118.81%,2.95 (0.16%),36.64,30.03% 26.08%,24.51%,4.02%,4.36%,2105.32%,2.60 (0.14%),6.28,107.64%,15.68%,85.30,5696.48%,"May 15, 2026",1.21,38.43%,12.07%,49.40,1.45,51.57% 35.94%,1.24,120.98%,-4.69%,1.67,2096.29,6.75%,0.13,56.47%,7.39%,2.14,1855.15,22700,0.12,Apr 23 AMC,56.08%,409.81K,1828.21,"Jun 27, 1997",Yes / Yes,54.44% 19.74%,"

","875,669",-1.45%,FIX,2026-05-30,SP500_FUNDAMENTALS
Conagra Brands Inc,Consumer Defensive,Packaged Foods,USA,Mid,S&P 500,-,-0.09,0.66%,478.44M,-0.75%,6.35B,8.00,1.66,1.36%,475.29M,-6.68%,13.63B,-,0.46,88.06%,9.42%,-31.01%,-43.30M,0.57,-26.20%,2.05%,2.97,-25.14%,11.18B,0.78,-2.24%,-0.22%,44.77M,-23.28%,17.06,115.31,-8.75%,-0.51%,22.98 -42.21%,-41.42%,0.12,7.55,9.26% 6.92%,-0.30%,13.14 1.07%,-61.88%,1.40 (10.58%),7.84,0.22% 0.99%,24.25%,2.78%,3.14%,-65.14%,1.40 (10.54%),1.22,-112.96%,12.06%,0.43,-62.32%,"Apr 30, 2026",0.30,-4.73%,-0.39%,37.36,3.19,3.85% 10.49%,0.90,37.56%,-3.47%,-0.04,15.20,58.28%,0.90,-1.87%,-8.44%,0.92,13.38,18300,0.79,Apr 01 BMO,-22.87%,15.07M,13.28,"Jan 09, 1973",Yes / Yes,-2.91% 0.92%,"

","13,868,974",-0.75%,CAG,2026-05-30,SP500_FUNDAMENTALS
Consolidated Edison Inc,Utilities,Utilities - Regulated Electric,USA,Large,S&P 500,17.79,5.94,0.19%,368.53M,-1.65%,38.93B,16.30,6.48,-1.70%,367.85M,-2.98%,65.96B,2.47,0.73,74.22%,2.84%,-6.12%,2.15B,2.26,7.06%,2.58%,5.00,6.86%,17.21B,1.38,6.20%,2.96%,10.45M,6.35%,76.63,264.81,6.59%,8.73%,116.23 -9.12%,2.18%,0.40,-,6.53% 11.45%,4.18%,94.96 11.24%,13.96%,3.58 (3.39%),12.42,2.60% 6.69%,61.69%,1.85%,1.93%,36.76%,3.48 (3.29%),3.83,9.59%,17.33%,2.03,45.22%,"May 13, 2026",1.09,9.10%,12.52%,41.38,3.26,2.47% 2.13%,1.19,12.62%,-1.52%,0.27,111.27,60.29%,1.06,6.19%,-3.70%,3.95,106.30,15407,1.01,May 07 AMC,1.56%,2.09M,105.63,"Jun 21, 1948",Yes / Yes,-4.32% -2.42%,"

","8,269,896",-0.63%,ED,2026-05-30,SP500_FUNDAMENTALS
Conoco Phillips,Energy,Oil & Gas E&P,USA,Large,S&P 500,19.38,5.88,0.10%,1.22B,-5.45%,138.86B,12.66,9.00,-50.80%,1.22B,-11.13%,155.83B,0.91,2.95,86.20%,2.29%,0.46%,7.30B,2.40,64.69%,1.99%,2.94,31.59%,57.86B,2.15,-11.27%,5.91%,27.89M,21.76%,52.98,21.82,13.89%,11.25%,135.87 -16.11%,33.15%,5.22,23.72,-24.17% -,8.41%,84.33 35.15%,13.75%,3.40 (2.98%),6.95,-9.26% 25.63%,23.54%,2.12%,2.36%,116.36%,3.30 (2.90%),2.69,-25.38%,18.31%,3.29,172.04%,"May 11, 2026",1.14,1.02%,12.61%,38.18,1.84,-13.95% 13.48%,1.29,-20.22%,-4.42%,0.10,144.44,50.07%,0.36,-5.20%,-7.38%,1.30,114.99,9900,0.34,Apr 30 BMO,9.82%,9.48M,113.98,"Jan 13, 1978",Yes / Yes,9.79% 2.88%,"

","12,359,579",-0.88%,COP,2026-05-30,SP500_FUNDAMENTALS
Constellation Brands Inc,Consumer Defensive,Beverages - Brewers,USA,Large,S&P 500,14.48,9.59,12.35%,172.77M,-7.96%,23.90B,-,-,-0.03%,150.90M,-7.70%,35.31B,-,3.26,85.42%,4.95%,-12.06%,1.69B,2.62,0.08%,7.73%,3.76,5.02%,9.14B,2.97,-,7.75%,7.47M,0.62%,46.78,233.44,4.18%,22.54%,180.41 -23.05%,-22.75%,0.59,13.32,- 0.84%,9.21%,126.45 9.78%,-40.39%,4.22 (3.04%),11.17,-1.13% 1.19%,50.47%,3.84%,3.28%,-42.09%,4.09 (2.95%),3.86,2103.26%,29.98%,4.95,-12.04%,"Apr 29, 2026",0.55,-10.48%,18.46%,35.22,2.08,8.44% 6.34%,1.08,155.70%,-5.17%,0.39,177.05,42.47%,1.39,-11.27%,-8.74%,1.24,142.13,9400,1.27,Apr 08 AMC,-5.90%,1.98M,138.82,"Nov 01, 1982",Yes / Yes,10.82% 2.06%,"

","2,452,665",-2.33%,STZ,2026-05-30,SP500_FUNDAMENTALS
Cooper Companies Inc,Healthcare,Medical Instruments & Supplies,USA,Large,S&P 500,30.29,2.02,0.66%,195.10M,-2.61%,11.94B,12.17,5.03,1.26%,193.82M,-0.21%,14.32B,1.24,1.10,105.80%,2.64%,-26.84%,401.40M,2.88,12.13%,2.35%,2.33,-21.74%,4.15B,1.43,8.83%,3.26%,5.11M,-25.32%,42.87,95.54,9.82%,4.87%,89.83 -31.86%,-23.45%,0.64,24.31,-1.15% 9.30%,3.92%,58.89 3.94%,-33.72%,-,13.07,7.35% 10.98%,60.69%,2.09%,2.51%,-37.77%,-,3.45,-2.65%,17.19%,1.59,50.67%,"Jul 26, 2023",0.79,5.69%,9.67%,41.42,2.05,- -,1.34,28.28%,0.31%,0.87,88.64,0.00%,0.30,6.16%,-6.95%,2.60,61.04,15000,0.22,Jun 04 AMC,-16.31%,2.20M,61.21,"Jan 21, 1983",Yes / Yes,6.79% 0.01%,"

","5,706,821",0.28%,COO,2026-05-30,SP500_FUNDAMENTALS
Constellation Energy Corp,Utilities,Utilities - Independent Power Producers,USA,Large,"NDX, S&P 500",24.99,11.51,6.42%,362.00M,0.67%,103.93B,21.24,13.55,0.00%,338.01M,-3.11%,125.56B,0.95,2.44,73.75%,3.12%,-12.77%,3.79B,3.65,24.78%,3.24%,3.40,-18.16%,28.50B,3.11,15.64%,5.08%,10.53M,-18.55%,92.49,88.76,22.43%,16.33%,412.70 -30.28%,-5.15%,3.24,91.41,- 32.58%,7.51%,243.30 18.27%,243.17%,1.71 (0.59%),20.16,3.18% 8.81%,13.18%,3.50%,4.15%,-,1.63 (0.57%),4.41,21.10%,10.75%,12.58,-,"May 15, 2026",1.17,14.87%,13.30%,48.45,1.50,40.40% -,1.36,1095.18%,-1.55%,1.09,372.22,21.00%,0.67,23.45%,-1.63%,0.78,286.31,15339,0.51,May 11 BMO,-10.98%,3.09M,287.75,"Jan 19, 2022",Yes / Yes,7.67% 31.50%,"

","2,414,915",0.50%,CEG,2026-05-30,SP500_FUNDAMENTALS
Copart Inc,Industrials,Specialty Business Services,USA,Large,"NDX, S&P 500",20.42,1.61,8.65%,925.81M,-4.74%,31.57B,19.29,1.70,-0.06%,879.99M,-1.68%,27.48B,4.10,0.39,80.49%,3.88%,-13.97%,1.55B,6.81,0.09%,-1.83%,3.95,-16.10%,4.64B,3.46,6.74%,16.08%,34.15M,-16.30%,9.48,7.52,4.70%,17.69%,52.23 -37.26%,-36.27%,4.36,23.57,12.01% 16.72%,17.55%,32.20 1.77%,-25.42%,-,14.32,9.90% 16.07%,44.95%,3.58%,2.79%,1.60%,-,5.92,5.61%,36.57%,0.97,436.44%,-,7.37,1.05%,33.48%,44.95,2.20,- -,7.44,2.67%,-1.51%,1.01,41.25,0.00%,0.01,2.09%,-1.32%,1.96,33.28,11600,0.01,May 21 AMC,-17.24%,8.64M,32.77,"Mar 17, 1994",Yes / Yes,5.83% 3.54%,"

","16,911,833",-1.53%,CPRT,2026-05-30,SP500_FUNDAMENTALS
Corning Inc,Technology,Electronic Components,USA,Large,S&P 500,86.95,2.08,8.46%,907.00M,-5.59%,155.91B,42.83,4.23,-0.67%,787.82M,19.26%,164.60B,1.40,0.76,72.99%,2.70%,20.47%,1.81B,9.55,26.62%,-0.82%,1.62,118.40%,16.32B,13.91,32.56%,6.17%,21.25M,106.90%,13.02,87.64,30.49%,16.07%,211.79 -14.46%,262.61%,2.07,103.94,6.07% 27.86%,8.88%,48.88 270.62%,474.56%,1.17 (0.65%),41.05,3.40% 6.68%,35.64%,5.24%,6.62%,315.22%,1.12 (0.62%),10.08,298.15%,16.13%,11.96,783.28%,"May 29, 2026",1.06,20.05%,11.09%,50.39,1.90,1.22% 4.94%,1.61,134.97%,-2.49%,1.15,204.62,61.12%,0.84,20.05%,8.48%,1.27,182.97,67200,0.73,Apr 28 BMO,61.26%,13.08M,181.16,"May 21, 1945",Yes / Yes,1.19% 1.09%,"

","16,656,564",-0.99%,GLW,2026-05-30,SP500_FUNDAMENTALS
Corpay Inc,Technology,Software - Infrastructure,USA,Large,S&P 500,21.63,16.73,3.91%,66.13M,4.13%,23.65B,11.80,30.66,-0.56%,62.81M,17.86%,25.55B,0.63,6.57,101.16%,4.21%,11.29%,1.17B,4.94,25.25%,0.40%,4.47,23.91%,4.78B,6.82,14.51%,5.19%,2.65M,20.23%,53.08,2.68,18.60%,33.71%,361.99 -0.05%,9.77%,134.88,18.05,6.64% 13.14%,11.60%,252.84 43.09%,54.78%,-,9.83,9.73% 13.65%,72.81%,3.15%,3.59%,31.83%,-,5.34,16.45%,45.61%,12.14,140.93%,-,0.98,18.26%,24.53%,69.65,1.50,- -,0.98,49.19%,8.01%,0.85,389.93,0.00%,2.95,25.39%,13.85%,1.30,352.37,11800,1.88,May 07 AMC,16.72%,591.36K,361.80,"Dec 15, 2010",Yes / Yes,6.03% 4.00%,"

","769,523",2.68%,CPAY,2026-05-30,SP500_FUNDAMENTALS
Corteva Inc,Basic Materials,Agricultural Inputs,USA,Large,S&P 500,45.97,1.70,0.14%,670.04M,-0.96%,52.36B,18.97,4.13,-0.88%,667.87M,-1.37%,53.81B,1.69,2.23,88.51%,2.58%,-2.30%,1.16B,2.93,11.91%,1.45%,4.53,18.52%,17.89B,2.15,10.42%,2.95%,17.22M,16.78%,36.36,24.43,11.21%,5.15%,85.63 -8.58%,12.29%,3.20,25.59,0.47% 12.11%,4.46%,60.53 29.31%,41.89%,0.75 (0.95%),13.45,-0.10% 4.12%,44.14%,2.17%,2.29%,72.04%,0.71 (0.91%),3.01,3.72%,15.64%,1.83,-,"Jun 01, 2026",1.03,6.27%,6.50%,41.29,1.81,6.47% 6.13%,1.47,12.56%,-3.24%,0.58,89.52,43.60%,0.14,11.05%,-3.66%,1.69,80.60,21500,0.07,May 05 AMC,7.92%,3.80M,78.28,"May 24, 2019",Yes / Yes,27.74% 5.73%,"

","6,425,968",-2.88%,CTVA,2026-05-30,SP500_FUNDAMENTALS
Costar Group Inc,Real Estate,Real Estate Services,USA,Large,S&P 500,534.00,0.06,1.34%,407.10M,-5.10%,13.15B,18.12,1.78,2.42%,402.90M,-5.68%,13.01B,0.49,0.29,103.22%,4.63%,-27.85%,25.30M,3.85,56.60%,0.65%,2.71,-53.47%,3.41B,1.66,30.41%,0.25%,18.64M,-52.11%,19.44,9.99,37.17%,0.31%,97.43 -66.95%,-56.53%,3.22,28.38,-73.85% -51.08%,0.28%,31.35 2.69%,-58.98%,-,44.59,14.16% 14.37%,74.61%,3.39%,4.20%,-62.30%,-,3.81,-78.82%,-0.17%,1.48,55.93%,-,2.20,21.33%,0.74%,34.05,1.64,- -,2.20,120.00%,-3.52%,0.72,49.29,0.00%,0.14,22.51%,-12.52%,1.13,32.30,8441,0.14,Apr 28 AMC,-47.03%,6.88M,32.20,"Jul 01, 1998",Yes / Yes,25.07% 0.03%,"

","7,785,320",-0.31%,CSGP,2026-05-30,SP500_FUNDAMENTALS
Costco Wholesale Corp,Consumer Defensive,Discount Stores,USA,Mega,"NDX, S&P 500",49.74,19.23,0.20%,443.69M,-8.96%,424.27B,42.28,22.62,-0.93%,442.75M,-4.24%,414.37B,3.82,-,70.98%,1.66%,-5.39%,8.55B,1.48,12.61%,1.14%,3.92,6.93%,286.26B,13.22,10.31%,10.90%,7.36M,10.90%,72.32,23.26,11.07%,29.65%,1096.50 -12.78%,-5.20%,41.11,46.63,11.49% 15.09%,21.24%,844.06 13.30%,92.81%,5.33 (0.56%),30.79,6.64% 10.54%,12.93%,2.79%,2.26%,158.56%,5.37 (0.56%),1.45,12.18%,3.82%,24.09,600.46%,"May 01, 2026",0.59,8.40%,2.99%,34.14,2.03,13.33% 12.75%,1.06,13.93%,-6.63%,0.89,1095.93,27.02%,0.26,9.22%,-5.07%,3.74,995.20,341000,0.25,May 28 AMC,-0.11%,1.88M,956.32,"Nov 27, 1985",Yes / Yes,0.67% 0.45%,"

","7,018,178",-3.91%,COST,2026-05-30,SP500_FUNDAMENTALS
CRH Plc,Basic Materials,Building Materials,USA,Large,S&P 500,20.16,5.40,0.24%,668.23M,7.68%,72.69B,16.24,6.70,0.27%,666.61M,-4.10%,91.32B,1.58,2.03,86.86%,1.98%,-9.33%,3.65B,1.91,6.81%,-1.05%,2.49,-6.43%,38.06B,3.15,12.58%,6.63%,13.17M,-12.83%,34.52,22.16,10.30%,16.51%,131.55 -17.30%,18.30%,4.91,23.20,2.56% 30.98%,8.97%,86.82 25.30%,127.24%,1.55 (1.43%),12.08,4.60% 6.30%,36.09%,2.97%,3.06%,106.24%,1.52 (1.40%),2.40,14.09%,13.94%,3.57,260.12%,"May 15, 2026",1.09,6.33%,9.58%,51.55,1.42,5.71% 5.64%,1.59,-83.45%,1.09%,1.18,144.17,27.23%,0.89,9.09%,-0.84%,1.40,106.76,83032,0.76,Apr 30 BMO,-6.13%,5.30M,108.79,"Jul 10, 1989",Yes / Yes,-23.46% 4.26%,"

","7,435,882",1.90%,CRH,2026-05-30,SP500_FUNDAMENTALS
